Transaction_ID,User_ID,Insurance_Type,Premium,Date,Payment_Status,Reason
INS_96DF3AA6F944,PP0047939,Car,9579.97,2024-03-07,Successful,Successful
INS_00E025A21420,PP0025931,Term Life,8894.45,2024-05-13,Successful,Successful
INS_2B4A74DE6756,PP1073828,Bike,4461.06,2024-10-04,Successful,Successful
INS_6214C6C34C86,PP0003006,Health,11242.94,2024-02-26,Successful,Successful
INS_A195DF4C017A,PP1085818,Term Life,6071.86,2024-07-24,Failed,Server error
INS_C34DF46BE6EA,PP1076755,Health,4552.71,2024-08-13,Successful,Successful
INS_4D4FAE1FF5E4,PP0018527,Bike,10289.23,2024-10-02,Successful,Successful
INS_97D6EAB7C6F4,PP1074330,Term Life,3080.75,2024-06-15,Successful,Successful
INS_3FD0BBB2FCB3,PP1054959,Car,10046.86,2024-06-12,Successful,Successful
INS_65DF45446402,PP0010375,Bike,2829.48,2024-02-10,Successful,Successful
INS_460F4EB31139,PP0003612,Health,9523.18,2024-10-13,Successful,Successful
INS_2063B5C15A26,PP1067783,Term Life,18796.32,2024-05-01,Successful,Successful
INS_ABBAC577F0AA,PP0049519,Term Life,9745.24,2024-01-01,Successful,Successful
INS_3D72BC4D1E77,PP0047142,Bike,10407.4,2024-10-20,Successful,Successful
INS_D2E7A126DF21,PP0040028,Term Life,2412.19,2024-09-17,Successful,Successful
INS_FCCF496CCBAE,PP1073163,Car,5385.66,2024-11-01,Successful,Successful
INS_6962A9B5AF4D,PP0045837,Car,13772.05,2024-01-05,Successful,Successful
INS_1678AECA34EB,PP1064721,Car,8565.89,2024-03-22,Successful,Successful
INS_50316CC13860,PP0027683,Car,19111.08,2024-04-02,Successful,Successful
INS_C4F037511D98,PP0025806,Car,5995.61,2024-05-25,Successful,Successful
INS_E404534B6D69,PP1055505,Car,4161.08,2024-11-15,Successful,Successful
INS_DE8D679BD078,PP1062734,Term Life,17614.11,2024-06-09,Successful,Successful
INS_47641832F2D5,PP0011176,Bike,4544.49,2024-12-01,Successful,Successful
INS_6303304643C0,PP1067505,Term Life,2629.4,2024-11-25,Successful,Successful
INS_E1121CAD6B58,PP1082801,Term Life,8131.75,2024-04-01,Successful,Successful
INS_D38BAEBFB235,PP1091424,Health,15184.27,2024-10-22,Successful,Successful
INS_5A833ED86E2A,PP0003999,Term Life,19100.81,2024-03-03,Failed,Wrong PIN
INS_5E503354DF30,PP1078043,Bike,16085.54,2024-09-25,Successful,Successful
INS_481F0A26D2A2,PP1099672,Health,1366.35,2024-05-06,Successful,Successful
INS_FAD9D1C41DDB,PP0039576,Car,9877.61,2024-08-08,Successful,Successful
INS_D66587558C85,PP0007117,Term Life,14400.66,2024-07-11,Successful,Successful
INS_5B86C307D842,PP1105203,Term Life,14453.86,2024-12-26,Failed,Wrong PIN
INS_0A3A6311A126,PP0037579,Bike,17131.66,2024-10-13,Successful,Successful
INS_E8B003545F72,PP1050402,Bike,13415.36,2024-03-04,Successful,Successful
INS_D6CB0B8CB738,PP1094470,Term Life,8582.66,2024-03-08,Successful,Successful
INS_52CE11043438,PP1080196,Health,5830.69,2024-12-25,Failed,Server error
INS_04D45A3F950F,PP0048241,Term Life,18862.45,2024-05-17,Successful,Successful
INS_B71393E68089,PP1084068,Term Life,2487.74,2024-03-19,Successful,Successful
INS_0B5775EE78EF,PP1105126,Car,2380.86,2024-02-03,Successful,Successful
INS_51EB5540AABE,PP1081071,Car,9137.74,2024-08-15,Successful,Successful
INS_A4FC1DC31AE5,PP1102699,Term Life,17608.13,2024-04-09,Successful,Successful
INS_2784FE8221FF,PP1098578,Term Life,10712.46,2024-03-12,Successful,Successful
INS_73D78B41248E,PP1081822,Health,16541.43,2024-12-14,Successful,Successful
INS_FD772CF8F04D,PP0001290,Bike,11977.26,2024-03-04,Successful,Successful
INS_E591F28E785F,PP1076981,Health,7086.52,2024-03-10,Successful,Successful
INS_BFB7AAD7874A,PP0045718,Bike,5494.88,2024-09-11,Successful,Successful
INS_3CDBD33B63EC,PP1056314,Health,8662.08,2024-08-29,Successful,Successful
INS_02DE7978F3E2,PP0032590,Car,10165.09,2024-07-29,Successful,Successful
INS_C21A4C4D76A8,PP1099768,Car,14136.59,2024-02-01,Successful,Successful
INS_8BA3AA671CD7,PP1077462,Car,8400.36,2024-12-13,Successful,Successful
INS_ADBF4FBD402B,PP1066884,Bike,5338.2,2024-09-20,Successful,Successful
INS_50968BA58B85,PP0034003,Term Life,19654.12,2024-06-26,Successful,Successful
INS_C7CBF6B3B481,PP0046953,Health,2941.16,2024-06-08,Successful,Successful
INS_C6450C926F56,PP0049300,Term Life,545.76,2024-05-17,Successful,Successful
INS_46632DF75C41,PP1060798,Term Life,13830.85,2024-07-28,Successful,Successful
INS_AE7663BB2A68,PP0036224,Bike,11704.42,2024-04-26,Successful,Successful
INS_B666F82C40FA,PP1064929,Car,826.66,2024-09-30,Successful,Successful
INS_6547C80685B6,PP0013152,Bike,19616.66,2024-08-26,Successful,Successful
INS_6058664BE761,PP1081401,Car,6320.16,2024-03-20,Successful,Successful
INS_ABF31F2D24B5,PP1059751,Term Life,9287.73,2024-03-06,Successful,Successful
INS_2A28291D6262,PP0004021,Car,15051.68,2024-05-02,Successful,Successful
INS_F66B35B3ABB5,PP1055552,Car,13468.57,2024-07-15,Successful,Successful
INS_DF59E0223EE2,PP0011767,Car,3024.05,2024-10-27,Successful,Successful
INS_15A0D7FB568B,PP0016572,Bike,6227.21,2024-01-20,Successful,Successful
INS_16C0618CC98B,PP0028701,Term Life,11284.96,2024-07-30,Successful,Successful
INS_7C44D65B63AE,PP1100393,Car,774.29,2024-09-25,Successful,Successful
INS_F5CAEA86F01C,PP0038939,Health,1486.67,2024-01-23,Successful,Successful
INS_1895C4D8C208,PP1050213,Car,5923.47,2024-04-11,Successful,Successful
INS_0F3A2915260E,PP1071578,Car,19594.69,2024-10-25,Successful,Successful
INS_93F1251866B9,PP1082040,Bike,1172.85,2024-09-29,Successful,Successful
INS_3B9E0233B829,PP1064722,Car,18377.99,2024-08-31,Successful,Successful
INS_B7B74F29D721,PP1066732,Term Life,18561.04,2024-10-20,Successful,Successful
INS_49C1B3211095,PP0002730,Car,16174.25,2024-05-26,Successful,Successful
INS_DA0ECE65A43F,PP1078600,Bike,4778.32,2024-04-07,Successful,Successful
INS_6B88BE0A136B,PP1091819,Term Life,17994.33,2024-02-19,Successful,Successful
INS_FA1153C155DA,PP0043796,Term Life,13879.48,2024-06-26,Successful,Successful
INS_608682E4D106,PP1091633,Car,4836.07,2024-09-23,Successful,Successful
INS_BA0A0A064EB2,PP0045037,Term Life,5210.49,2024-10-03,Successful,Successful
INS_3FADBE129532,PP1080462,Car,9982.68,2024-05-25,Successful,Successful
INS_348E0B3EFE88,PP1076257,Health,3661.35,2024-07-05,Successful,Successful
INS_E89E28AD730F,PP1067434,Bike,9220.9,2024-11-29,Successful,Successful
INS_E0DF3111DCDC,PP0027167,Term Life,4577.59,2024-10-06,Successful,Successful
INS_6407101C8F2B,PP1102349,Car,10491.55,2024-07-19,Successful,Successful
INS_49CFB3B5274C,PP0027397,Car,1088.67,2024-07-14,Successful,Successful
INS_9D8ACC1C7BF8,PP1070090,Term Life,15182.36,2024-10-30,Successful,Successful
INS_5C3951B75FAF,PP1084172,Term Life,17205.09,2024-04-02,Successful,Successful
INS_6855694503DE,PP0007581,Bike,12531.43,2024-04-15,Successful,Successful
INS_FBC88E096E86,PP0035496,Bike,1941.71,2024-10-13,Successful,Successful
INS_45DD91E3CB53,PP1078278,Car,13573.82,2024-10-28,Successful,Successful
INS_72FEC4426FF2,PP0022097,Bike,8922.86,2024-12-12,Successful,Successful
INS_618F08912A1D,PP0048826,Bike,2288.48,2024-05-04,Successful,Successful
INS_DF8CA0867BBB,PP1059816,Car,18634.99,2024-02-13,Failed,Insufficient amount
INS_1EEF76C4EA9D,PP0001048,Term Life,6194.21,2024-03-04,Successful,Successful
INS_B0EF904D6843,PP1084469,Term Life,2159.35,2024-05-13,Failed,Server error
INS_107838B794D8,PP0015129,Health,11363.98,2024-08-11,Successful,Successful
INS_4C832F0E3470,PP1054062,Car,7228.68,2024-09-08,Successful,Successful
INS_37A4315BECEF,PP1107101,Car,17636.79,2024-06-04,Successful,Successful
INS_A8573785986D,PP1075293,Health,17553.55,2024-05-07,Successful,Successful
INS_79989A55A624,PP1094135,Car,10167.77,2024-10-12,Successful,Successful
INS_F89F6B96C7BE,PP1104775,Term Life,16610.02,2024-08-27,Successful,Successful
INS_A1A71F4F1246,PP0042854,Health,8604.63,2024-03-17,Successful,Successful
INS_D4B5EC81431F,PP0044237,Health,13939.15,2024-05-23,Successful,Successful
INS_5C40C3AF7804,PP1085713,Bike,13775.0,2024-03-17,Successful,Successful
INS_38127718980F,PP0018792,Car,14901.62,2024-11-20,Successful,Successful
INS_919B8937E9B9,PP0005590,Term Life,7053.25,2024-07-27,Successful,Successful
INS_13EEB3B5A691,PP1072246,Car,7282.9,2024-09-17,Successful,Successful
INS_072F95423272,PP1091489,Health,16898.05,2024-03-30,Successful,Successful
INS_F7400C6FCF45,PP1103354,Term Life,17968.7,2024-09-26,Successful,Successful
INS_DBED474CCC7A,PP1060547,Term Life,14244.04,2024-12-21,Successful,Successful
INS_73B28C640769,PP0013185,Car,14775.94,2024-12-07,Successful,Successful
INS_C60694846F34,PP0034607,Car,3666.84,2024-09-26,Successful,Successful
INS_21C3DDDF7401,PP0000551,Car,8106.63,2024-09-04,Successful,Successful
INS_D60BCCDD2C58,PP1092797,Car,4599.86,2024-12-20,Successful,Successful
INS_28075EA891A9,PP0006635,Term Life,2162.59,2024-02-19,Successful,Successful
INS_721C83476005,PP1098272,Health,4900.93,2024-06-27,Successful,Successful
INS_FF13B06E58B9,PP0013826,Term Life,9339.81,2024-09-02,Successful,Successful
INS_087212D4BD39,PP1056428,Term Life,16749.46,2024-06-21,Successful,Successful
INS_11ED33B070BA,PP1088760,Bike,6781.64,2024-02-09,Successful,Successful
INS_58D9FFF04AF1,PP1095173,Term Life,19199.31,2024-11-24,Successful,Successful
INS_C225817B51D3,PP0021916,Car,7996.33,2024-12-15,Successful,Successful
INS_BF64D55291B1,PP0022394,Term Life,10484.74,2024-03-23,Successful,Successful
INS_2EAFC2990571,PP1051865,Health,7306.2,2024-05-28,Successful,Successful
INS_00EB2AAA33A1,PP0043609,Bike,17843.77,2024-01-10,Successful,Successful
INS_8DE78F7639D2,PP0034520,Car,11044.27,2024-10-03,Successful,Successful
INS_A8305C5D7FE7,PP1069789,Term Life,9317.66,2024-07-28,Successful,Successful
INS_7032FB109491,PP0045200,Bike,12823.82,2024-06-16,Failed,Server error
INS_6DDFEB69881E,PP1073862,Car,15046.72,2024-03-07,Successful,Successful
INS_E7DB2C16E2F7,PP1103511,Car,2654.5,2024-01-11,Successful,Successful
INS_053DA0A53B68,PP1081425,Health,6588.54,2024-03-24,Successful,Successful
INS_F5005E7A2C59,PP1080881,Health,12617.67,2024-10-10,Successful,Successful
INS_E7278121F804,PP0024728,Car,5884.94,2024-02-06,Successful,Successful
INS_5BB0B4515595,PP0049789,Car,10230.98,2024-02-03,Successful,Successful
INS_42F7487CF355,PP0044923,Car,18301.83,2024-09-05,Successful,Successful
INS_6EA51DF31F2A,PP1052749,Health,7969.62,2024-08-08,Successful,Successful
INS_9EF957773EFB,PP0026856,Car,9479.25,2024-05-02,Successful,Successful
INS_B7EE49A9B2D4,PP0040230,Health,8571.26,2024-12-28,Successful,Successful
INS_7D85DF54E75A,PP0016049,Bike,4776.92,2024-03-08,Successful,Successful
INS_31BD345001F6,PP0010831,Bike,736.25,2024-01-29,Successful,Successful
INS_62CF4E2D4E10,PP0016153,Health,19259.66,2024-10-16,Failed,Insufficient amount
INS_61DA7FF30848,PP1077811,Bike,8528.22,2024-08-26,Successful,Successful
INS_8CC55D6733A4,PP0023532,Bike,5955.88,2024-03-27,Successful,Successful
INS_591416F242BB,PP1080595,Term Life,12969.9,2024-10-16,Successful,Successful
INS_38513A063DDE,PP0003484,Bike,2335.58,2024-04-15,Successful,Successful
INS_519898B803D0,PP1091262,Car,19676.96,2024-07-28,Successful,Successful
INS_46BAE6EEA435,PP1094504,Health,8124.0,2024-04-03,Successful,Successful
INS_B3BC92324642,PP0033061,Term Life,9649.72,2024-07-19,Failed,Wrong PIN
INS_D2E0D6EC7935,PP1091464,Bike,8558.17,2024-12-01,Successful,Successful
INS_B4787124F6DC,PP1080409,Car,9768.35,2024-08-15,Successful,Successful
INS_D3D62E32CC26,PP1089780,Car,12081.23,2024-07-17,Successful,Successful
INS_AA5D60E46C4D,PP1085178,Term Life,10721.98,2024-02-23,Successful,Successful
INS_D6FFFC035706,PP0039583,Term Life,12777.21,2024-09-11,Successful,Successful
INS_EFC7F7062CFA,PP1063079,Health,8020.18,2024-07-12,Successful,Successful
INS_956EC2396278,PP1092722,Car,17471.09,2024-02-08,Successful,Successful
INS_111159155B84,PP0042279,Term Life,6909.51,2024-06-05,Successful,Successful
INS_B40D67C2074E,PP1094751,Bike,15978.2,2024-09-15,Successful,Successful
INS_9F9DB6504E2A,PP0002428,Term Life,7473.93,2024-01-23,Successful,Successful
INS_2846DBFDD662,PP1057204,Car,14964.45,2024-07-15,Successful,Successful
INS_21ECBF06599E,PP0029877,Health,4085.15,2024-09-12,Successful,Successful
INS_72D4509A5D67,PP0014577,Car,18701.91,2024-06-03,Successful,Successful
INS_FE61BF037AA7,PP1084461,Car,14360.05,2024-08-31,Successful,Successful
INS_CBCB69333DC7,PP1077936,Bike,2850.42,2024-02-09,Successful,Successful
INS_B63F9D62DDF6,PP1099156,Car,1165.6,2024-01-21,Successful,Successful
INS_BD2507EC37BB,PP0045584,Car,18204.39,2024-10-07,Successful,Successful
INS_1BE291899934,PP1106099,Bike,10126.52,2024-03-24,Successful,Successful
INS_22CE0403A154,PP1083937,Car,525.74,2024-08-05,Successful,Successful
INS_061D85C0FC16,PP1084200,Car,8909.01,2024-11-25,Successful,Successful
INS_218BB1E3E4D4,PP1100196,Car,10019.06,2024-03-23,Successful,Successful
INS_047ECCB59D17,PP1057880,Term Life,19295.22,2024-09-06,Successful,Successful
INS_6EF9653A90BD,PP1056465,Bike,2001.47,2024-10-16,Successful,Successful
INS_FB411C84BF9D,PP0024895,Health,13434.6,2024-10-26,Successful,Successful
INS_944B5992512C,PP0038594,Term Life,13781.7,2024-07-30,Successful,Successful
INS_C93A5200DCDA,PP0029344,Term Life,4388.65,2024-07-01,Successful,Successful
INS_70BD0401152F,PP0019503,Term Life,13977.61,2024-06-17,Successful,Successful
INS_69D04CADB3CE,PP0019951,Car,18730.1,2024-12-25,Failed,Insufficient amount
INS_326CABD28CA5,PP1102205,Term Life,14615.9,2024-06-14,Successful,Successful
INS_D940B1922928,PP0034128,Bike,12609.58,2024-02-26,Successful,Successful
INS_8A841F2DA61C,PP1073001,Bike,12405.66,2024-09-04,Successful,Successful
INS_5871558BE3E4,PP0037431,Term Life,14850.93,2024-01-23,Successful,Successful
INS_6E135FC27CF9,PP1102539,Health,6800.1,2024-08-08,Successful,Successful
INS_15BFE7EA0A9D,PP1095058,Term Life,12434.76,2024-06-18,Successful,Successful
INS_4D20ECBB5C78,PP0017963,Car,10669.03,2024-09-12,Successful,Successful
INS_64EC7D6EB953,PP0018165,Term Life,17602.74,2024-12-14,Successful,Successful
INS_5AF511419B74,PP1082303,Term Life,4050.35,2024-02-18,Successful,Successful
INS_48C76C483141,PP0029451,Term Life,5367.94,2024-03-07,Successful,Successful
INS_C84686C4F403,PP1063343,Term Life,13140.58,2024-11-13,Successful,Successful
INS_82C19B21ED2E,PP1089691,Health,1149.26,2024-01-07,Successful,Successful
INS_E459F2399A75,PP1071507,Health,7049.66,2024-09-05,Successful,Successful
INS_1912BA03614F,PP0011143,Health,3949.16,2024-08-06,Successful,Successful
INS_C07D7A375380,PP0025461,Car,14932.69,2024-03-08,Successful,Successful
INS_D983126A3A40,PP1104283,Term Life,2183.44,2024-04-22,Successful,Successful
INS_539296CD3D2E,PP1074347,Car,18643.53,2024-07-19,Successful,Successful
INS_8802FFBDF7C4,PP1104324,Health,4548.76,2024-10-17,Successful,Successful
INS_54240A4B317A,PP1049932,Health,13610.44,2024-02-05,Successful,Successful
INS_4BDB58E9B255,PP0029304,Bike,10321.02,2024-09-20,Successful,Successful
INS_B8B659D5D5A5,PP1070209,Bike,18502.67,2024-08-16,Successful,Successful
INS_8E99610A6FC5,PP1063342,Term Life,16862.24,2024-07-16,Successful,Successful
INS_BE34DEED8FCE,PP1099586,Term Life,7654.95,2024-04-21,Successful,Successful
INS_4C15375CB13C,PP0048747,Term Life,11502.11,2024-06-10,Successful,Successful
INS_6B45051E0CEF,PP0031956,Health,13514.37,2024-02-02,Successful,Successful
INS_536F58431524,PP1085607,Car,15480.89,2024-12-20,Successful,Successful
INS_B84711B34C85,PP1072592,Health,10238.58,2024-02-06,Successful,Successful
INS_75F1437093AC,PP0045213,Term Life,19604.54,2024-08-03,Successful,Successful
INS_983F660E063C,PP1057045,Health,12290.9,2024-06-12,Failed,Wrong PIN
INS_7AD1016A36A0,PP1097908,Term Life,8499.56,2024-02-18,Successful,Successful
INS_CFA34EC43BC8,PP1096615,Health,17088.69,2024-08-07,Successful,Successful
INS_131C9A969EE4,PP0033347,Car,1655.7,2024-07-30,Successful,Successful
INS_C5982952B5B9,PP0010290,Bike,2267.2,2024-04-09,Successful,Successful
INS_90483BED8E98,PP0036792,Term Life,9163.18,2024-08-27,Successful,Successful
INS_ED1D65F02EE3,PP0005900,Health,10411.78,2024-02-13,Successful,Successful
INS_12447CD9E6FC,PP1055175,Term Life,13887.86,2024-05-30,Successful,Successful
INS_799E098C1F52,PP1049293,Bike,9758.83,2024-06-24,Successful,Successful
INS_F02EFE0A7C7C,PP0023872,Health,10843.17,2024-03-05,Successful,Successful
INS_35EB510FA357,PP0033285,Bike,19920.86,2024-05-17,Successful,Successful
INS_4FEE3023B3DA,PP1091248,Bike,11860.3,2024-11-08,Successful,Successful
INS_70825C615FCC,PP0047431,Car,17932.16,2024-03-24,Failed,Insufficient amount
INS_67AE06281C93,PP0042570,Term Life,19935.77,2024-03-26,Successful,Successful
INS_6DC1DA053E65,PP1086869,Car,2549.82,2024-08-19,Successful,Successful
INS_B28A8229283C,PP1050130,Term Life,17237.63,2024-11-21,Successful,Successful
INS_B6B562EB0E35,PP1071277,Health,13077.16,2024-11-07,Successful,Successful
INS_9A44130ED8BC,PP0038014,Car,7802.59,2024-09-09,Successful,Successful
INS_409220760125,PP0021157,Bike,15429.65,2024-11-29,Successful,Successful
INS_8C1387DDD9B4,PP0010099,Bike,17920.81,2024-04-23,Successful,Successful
INS_9C7DF223E4C9,PP1068447,Car,10729.19,2024-03-10,Successful,Successful
INS_D4312AC2E64F,PP0015664,Health,17160.37,2024-08-09,Successful,Successful
INS_BCD16FAD4E26,PP0033672,Term Life,6644.8,2024-11-27,Successful,Successful
INS_2D8DE893F11F,PP1089415,Health,5021.34,2024-06-02,Failed,Insufficient amount
INS_281E7E4B9634,PP0002999,Bike,11839.55,2024-01-11,Successful,Successful
INS_E0C2543D9BF1,PP1090989,Term Life,11477.31,2024-12-28,Successful,Successful
INS_EF61A4F4ABF0,PP1101778,Bike,1784.04,2024-06-09,Successful,Successful
INS_F40FFB87FBB8,PP1101830,Car,16516.04,2024-01-10,Successful,Successful
INS_795F01E54993,PP0028727,Bike,6727.39,2024-01-18,Successful,Successful
INS_AE70C2770B4B,PP1059621,Term Life,4414.73,2024-12-14,Successful,Successful
INS_DF3765EF7847,PP1063321,Car,13852.68,2024-11-21,Successful,Successful
INS_53C6D2797EE7,PP0048286,Bike,5528.02,2024-11-15,Successful,Successful
INS_819267F960E3,PP1098152,Health,859.78,2024-08-16,Successful,Successful
INS_0FF9B1C8EFA8,PP1078963,Term Life,18907.33,2024-04-25,Successful,Successful
INS_A5D396CC1F12,PP0038696,Health,16821.38,2024-02-04,Successful,Successful
INS_A5236CF83656,PP1089722,Bike,2657.09,2024-12-13,Successful,Successful
INS_AA8D2981850C,PP1071279,Health,8713.81,2024-04-16,Successful,Successful
INS_729856724F2D,PP0042217,Health,19380.07,2024-08-21,Successful,Successful
INS_CBF25FB24061,PP1069829,Health,13819.42,2024-05-30,Successful,Successful
INS_7BE86570D45E,PP1058372,Bike,15556.94,2024-08-18,Failed,Insufficient amount
INS_50BA98B27738,PP1097518,Health,14701.93,2024-09-18,Successful,Successful
INS_3E520DB681D7,PP1049155,Bike,16830.64,2024-12-28,Successful,Successful
INS_19441F23AC7D,PP1094086,Term Life,17263.68,2024-07-26,Successful,Successful
INS_3D8AC2311C58,PP1071412,Bike,18134.86,2024-01-04,Successful,Successful
INS_0DCE2DD9724C,PP0010125,Car,15446.83,2024-09-11,Successful,Successful
INS_D6C6D8CF74AF,PP1051203,Health,15024.7,2024-11-30,Successful,Successful
INS_3D7FA63CB85B,PP0006051,Bike,5191.93,2024-09-10,Successful,Successful
INS_16C50C3989DD,PP0046504,Term Life,7550.02,2024-06-27,Successful,Successful
INS_50E42D6072FF,PP0046980,Health,9256.92,2024-07-29,Successful,Successful
INS_A33256FBBD1A,PP1055861,Bike,8590.43,2024-02-24,Successful,Successful
INS_731E8B9DD80E,PP0024749,Term Life,19974.27,2024-05-30,Successful,Successful
INS_0E4AB00B60FD,PP0000596,Term Life,9217.71,2024-06-30,Successful,Successful
INS_2B39583C69BA,PP0034374,Car,14711.93,2024-02-02,Successful,Successful
INS_2215125404DA,PP0018740,Health,3634.99,2024-02-18,Successful,Successful
INS_653C7A0F5B77,PP0010609,Car,18343.87,2024-03-04,Successful,Successful
INS_3BA8CF9AAFAB,PP1068986,Car,16803.55,2024-12-21,Successful,Successful
INS_5EFDF001DA6D,PP0000683,Car,3530.39,2024-02-15,Successful,Successful
INS_AE5E30FBD836,PP0038147,Car,4989.04,2024-01-12,Successful,Successful
INS_3DC777551767,PP0036116,Term Life,12896.82,2024-01-21,Successful,Successful
INS_6EE1CB48A228,PP1074326,Car,2099.3,2024-06-20,Successful,Successful
INS_90A490D32551,PP0044437,Car,7968.81,2024-12-16,Successful,Successful
INS_9DEE3C22321E,PP1097299,Health,14526.24,2024-04-06,Failed,Server error
INS_21E4CCC54B5A,PP1073124,Car,1841.93,2024-05-02,Successful,Successful
INS_6E23D468D04A,PP1062227,Bike,16390.59,2024-11-15,Successful,Successful
INS_844C03650223,PP1074029,Car,11773.14,2024-07-03,Successful,Successful
INS_60A67F4E1046,PP1090085,Term Life,14380.23,2024-10-10,Successful,Successful
INS_654684CE17F0,PP0002317,Car,9493.88,2024-08-09,Successful,Successful
INS_84151C7208BB,PP1097263,Term Life,8147.8,2024-01-30,Successful,Successful
INS_A9FE810490E0,PP0033534,Bike,8263.38,2024-05-30,Successful,Successful
INS_66F333A6CE99,PP1089003,Car,516.81,2024-03-24,Successful,Successful
INS_DA163C798282,PP0027146,Bike,13454.94,2024-02-13,Successful,Successful
INS_450F7321E3CE,PP0025197,Health,19205.41,2024-05-27,Successful,Successful
INS_A03A05393530,PP0026290,Term Life,13561.65,2024-02-14,Failed,Wrong PIN
INS_9E3BBE5A427F,PP0013569,Health,16123.4,2024-04-20,Successful,Successful
INS_D152AF30F535,PP0018656,Health,11850.88,2024-10-15,Successful,Successful
INS_8A062792B604,PP0046646,Term Life,6602.99,2024-10-11,Successful,Successful
INS_34CB24737084,PP0021834,Health,15338.41,2024-11-30,Successful,Successful
INS_CBD6CE948998,PP0011601,Term Life,14760.9,2024-10-03,Successful,Successful
INS_813F1C22F7A9,PP0035871,Bike,4074.15,2024-09-14,Successful,Successful
INS_86A9985BC273,PP1055923,Bike,12184.12,2024-02-11,Successful,Successful
INS_FADD5FD78608,PP0027750,Bike,8842.33,2024-10-10,Successful,Successful
INS_ECC80B668B2C,PP1085641,Bike,1375.33,2024-06-17,Successful,Successful
INS_EBA635A251D4,PP1092228,Term Life,8744.44,2024-03-30,Successful,Successful
INS_7645D00B3E96,PP1086346,Bike,1735.83,2024-11-10,Successful,Successful
INS_3372E8327B09,PP1094064,Bike,9256.1,2024-12-11,Successful,Successful
INS_3432B370621B,PP0045324,Health,15158.24,2024-05-27,Successful,Successful
INS_E06E1DE6E3A0,PP1057907,Car,16951.93,2024-05-20,Successful,Successful
INS_33A20DAA4A1E,PP0017238,Term Life,3663.57,2024-11-15,Successful,Successful
INS_F8A4D752DAB8,PP0005292,Car,13939.34,2024-02-25,Successful,Successful
INS_A069D6B07154,PP1096144,Bike,1710.77,2024-10-20,Successful,Successful
INS_6DDBEFC6F67B,PP0036529,Bike,6933.79,2024-01-17,Successful,Successful
INS_277EF1D284E2,PP1061950,Bike,18900.07,2024-01-02,Successful,Successful
INS_47B4C4D4D432,PP1049306,Term Life,12448.6,2024-08-26,Successful,Successful
INS_DC33B7150B7E,PP1049398,Car,7093.42,2024-05-22,Successful,Successful
INS_AC1916900646,PP1062041,Health,18577.0,2024-08-24,Successful,Successful
INS_16E610B3206E,PP1089915,Bike,19837.16,2024-05-15,Successful,Successful
INS_9BEB28EC153B,PP1065271,Bike,13710.41,2024-09-02,Successful,Successful
INS_9B7CB245F8C1,PP0026126,Term Life,9872.98,2024-11-01,Successful,Successful
INS_B8239E71D5FE,PP1086855,Bike,15909.26,2024-09-26,Failed,Wrong PIN
INS_0AEDC563CC35,PP1080617,Term Life,14752.24,2024-08-12,Successful,Successful
INS_1FD8C1D1AC47,PP1056753,Bike,14893.05,2024-11-30,Successful,Successful
INS_6DC7C28E6110,PP1075610,Bike,16419.16,2024-08-23,Successful,Successful
INS_90430756C6F3,PP0027768,Health,11384.38,2024-09-30,Successful,Successful
INS_89DF3DCFD170,PP1071207,Term Life,7321.54,2024-09-20,Successful,Successful
INS_19850138124A,PP0021383,Car,6570.51,2024-02-22,Successful,Successful
INS_458A05059731,PP1062561,Health,4025.22,2024-11-29,Successful,Successful
INS_D85216905696,PP1071764,Health,2802.68,2024-03-23,Successful,Successful
INS_0011FDB3A5DE,PP0000722,Health,14083.63,2024-06-04,Successful,Successful
INS_560996584F5F,PP1066163,Term Life,14936.98,2024-09-11,Successful,Successful
INS_272951E96FF4,PP0020470,Health,15724.2,2024-05-25,Successful,Successful
INS_DB8DB2EC3FDD,PP0009416,Term Life,6144.98,2024-03-06,Successful,Successful
INS_DA3CA5735E84,PP1055544,Term Life,11430.43,2024-02-27,Successful,Successful
INS_1120B4FBDBB5,PP1076732,Car,15508.78,2024-03-20,Failed,Wrong PIN
INS_7A9A755AF01F,PP1079260,Bike,17751.05,2024-10-24,Successful,Successful
INS_237740B3B55E,PP1098218,Term Life,8188.66,2024-02-22,Successful,Successful
INS_BECB4BD8D935,PP0001465,Bike,998.36,2024-01-01,Successful,Successful
INS_CCC869359953,PP1090624,Car,9240.61,2024-03-11,Successful,Successful
INS_1D9EDD1281A7,PP1097693,Health,11585.94,2024-07-21,Successful,Successful
INS_160170F25C40,PP1096373,Bike,13834.4,2024-01-31,Successful,Successful
INS_0E840E80FFE3,PP1051718,Term Life,8975.71,2024-06-19,Successful,Successful
INS_7820E0D07CB5,PP1096106,Health,14675.38,2024-02-01,Successful,Successful
INS_C7EF908A749B,PP1096446,Car,2791.36,2024-04-23,Successful,Successful
INS_B149DA10A119,PP0031166,Term Life,2129.4,2024-09-30,Successful,Successful
INS_A6BE8F0DBBE1,PP1059204,Bike,19203.26,2024-08-29,Successful,Successful
INS_A745D9860C11,PP0043492,Bike,15459.27,2024-08-15,Successful,Successful
INS_14731F36B65E,PP1086601,Term Life,6258.71,2024-09-02,Successful,Successful
INS_80F5945E99A4,PP0034739,Term Life,7308.47,2024-01-01,Successful,Successful
INS_E83FE3897A95,PP1107433,Car,7499.51,2024-06-17,Successful,Successful
